05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|  256| 118|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  259| 119|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  261| 120|3796200 |2006814274|7|PRIORIDADE C                            |Amassamento - tubulação                 |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMGERAL |CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  262| 121|3796200 |2006814274|7|ACC-ESC-A22:CALD                        |Amassamento - suporte                   |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIUMA |16.11.2014|PMGERAL |CAMPSPAR|21.06.2010|29.06.2014|P37|C   |
|  263| 122|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  266| 123|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na linha                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  268| 124|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de tampão no vente.            |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |26.08.2014|PMANORMA|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  272| 125|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  273| 126|3796200 |2006814274|7|ACC-ESC-A15:CALD                        |Amassamento - ramal 1".                 |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|16.11.2017|PMGERAL |CAMPSPAR|21.06.2010|26.01.2016|P37|D   |
|  274| 127|3796200 |2006814274|7|PRIORIDADE C                            |Corrão atmosférica - suportes           |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  275| 128|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - Grampo U         |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|23.02.2012|INSPINTE|CAMPSPAR|21.06.2010|30.03.2011|P37|C   |
|  276| 129|3796200 |2006814274|7|ACC-ESC-A15:CALD                        |Amassamento - Ramais de 2" e 3"         |          |CANC      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|16.11.2017|PMGERAL |CAMPSPAR|21.06.2010|17.01.2016|P37|D   |
|  276| 130|3796200 |2006814274|7|ACC-ESC-A15:CALD                        |Amassamento - Ramais de 2" e 3"         |          |CANC      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|16.11.2017|PMGERAL |CAMPSPAR|21.06.2010|17.01.2016|P37|D   |
|  277| 131|3796200 |2006814274|7|PRIORIDADE C                            |Identificação incorreta                 |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  278| 132|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes.        |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  279| 133|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  282| 134|3796200 |2006814274|7|PRIORIDADE D                            |Corrosão nos suportes do anel inferior. |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|D   |
|  283| 135|3796200 |2006814274|7|PRIORIDADE D                            |Generalizado na tubulação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|D   |
|  287| 136|3796200 |2006814274|7|PRIORIDADE D                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|D   |
|  288| 137|3796200 |2006814274|7|PRIORIDADE C                            |Suportes do anel superior               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  289| 138|3796200 |2006814274|7|PRIORIDADE C                            |Amassamento e deformação                |          |CANC      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|16.11.2014|PMGERAL |CAMPSPAR|21.06.2010|21.07.2014|P37|C   |
|  292| 139|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na linha                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  293| 140|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  298| 141|3796200 |2006814274|7|PRIORIDADE C                            |Suportes                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  299| 142|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  300| 143|3796200 |2006814274|7|ACC-ESC-A14:CALD                        |Fixação deficiente                      |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|17.01.2018|PMANORMA|CAMPSPAR|21.06.2010|27.01.2016|P37|D   |
|  305| 144|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na tubulação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  306| 145|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  307| 146|3796200 |2006814274|7|PRIORIDADE C                            |Suportes dos ramais 1".                 |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  312| 147|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  313| 148|3796200 |2006814274|7|PRIORIDADE D                            |Grampo U                                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|23.02.2013|PMANORMA|CAMPSPAR|21.06.2010|26.08.2014|P37|D   |
|  315| 149|3796200 |2006814274|7|PRIORIDADE C                            |Ausnecia de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  316| 150|3796200 |2006814274|7|PRIORIDADE D                            |Suportes - Ramais de 1"                 |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|D   |
|  321| 151|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  323| 152|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na tubulação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  326| 153|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  327| 154|3796200 |2006814274|7|PRIORIDADE D                            |Válvula de Dreno                        |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |090COM02|23.02.2013|PMANORMA|CAMPSPAR|21.06.2010|04.04.2011|P37|D   |
|  328| 155|3796200 |2006814274|7|PRIORIDADE C                            |Suportes sob a planta                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |090COM02|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  251| 116|3796200 |2006814274|7|PRIORIDADE C                            |Ausencia de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  171|  77|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  172|  78|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  174|  79|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha           |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  177|  80|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha           |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  180|  81|3796200 |2006814274|7|PRIORIDADE D                            |Fratura - suporte                       |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|06.02.2014|PMGERAL |CAMPSPAR|21.06.2010|21.03.2013|P37|D   |
|  181|  82|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPFORM|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  182|  83|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  183|  84|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na linha                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  185|  85|3796200 |2006814274|7|PRIORIDADE C                            |Amassamento                             |          |CMAN      |MEDE MSUC|301040.FSCI.542099.000003     |CTMIINTG|14.11.2013|PMGERAL |CAMPSPAR|21.06.2010|14.06.2013|P37|C   |
|  186|  86|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  192|  87|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica                    |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  193|  88|3796200 |2006814274|7|PRIORIDADE C                            |Identificação incorreta                 |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  196|  89|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação.              |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|25.08.2014|PMLACREP|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  197|  90|3796200 |2006814274|7|PRIORIDADE C                            |Generalizado na linha                   |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  198|  91|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  199|  92|3796200 |2006814274|7|PRIORIDADE C                            | Ausência de componente - tampão        |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIOP  |25.08.2014|PMANORMA|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  201|  93|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  200|  94|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - flanges          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  206|  95|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|25.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|25.08.2014|P37|C   |
|  207|  96|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica -VB                |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  249| 115|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  246| 114|3796200 |2006814274|7|PRIORIDADE C                            |ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  245| 113|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suporte          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  242| 112|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  240| 111|3796200 |2006814274|7|PRIORIDADE C                            |Ausencia de Identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  239| 110|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica.-suportes          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  237| 109|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha           |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  234| 108|3796200 |2006814274|7|PRIORIDADE C                            |Ausência de identificação               |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIECOP|26.08.2014|PMLACREP|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  233| 107|3796200 |2006814274|7|PRIORIDADE C                            |Corrosão atmosférica - suportes         |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|INSPEXTE|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
|  231| 106|3796200 |2006814274|7|PRIORIDADE C                            |Em trechos dispersos da linha.          |          |ELIM      |MEDE     |301040.FSCI.542099.000003     |CTMIINTG|26.08.2014|PMPINTUR|CAMPSPAR|21.06.2010|26.08.2014|P37|C   |
